tmdb_id,title,year,status,rt_url,rt_title,imdb_id,critics_score,critics_sentiment,audience_score,audience_sentiment,mpaa_rating
4571,Season of Peace in Paris,,ok,https://www.rottentomatoes.com/m/staging_hope_acts_of_peace_in_northern_uganda,After Kony: Staging Hope,,,,,,
4572,Jerry Cotton: Death and Diamonds,,ok,https://www.rottentomatoes.com/m/death_in_the_red_jaguar,Death in the Red Jaguar,,,,,,
4573,The Peaks of Zelengore,,ok,https://www.rottentomatoes.com/m/the_white_peaks_of_mt_fuji,The White Peaks of Mt. Fuji,,,,,,
4574,Deadly Shots on Broadway,,ok,https://www.rottentomatoes.com/m/on_broadway_2021,On Broadway,,76,POSITIVE,72,POSITIVE,
4578,Flesh,,ok,https://www.rottentomatoes.com/m/sarah_squirm_live_in_the_flesh,Sarah Squirm: Live + In The Flesh,,,,,,
4595,Jour de Fête,,ok,https://www.rottentomatoes.com/m/the_big_day_1952,Jour de Fete,,100,POSITIVE,83,POSITIVE,
4611,Money,,ok,https://www.rottentomatoes.com/m/dumb_money,Dumb Money,,84,POSITIVE,85,POSITIVE,R
4615,College Girl on Vacation,,ok,https://www.rottentomatoes.com/m/people_we_meet_on_vacation,People We Meet on Vacation,,78,POSITIVE,68,POSITIVE,PG-13
4616,The Doctor Prefers Sailors,,ok,https://www.rottentomatoes.com/m/1037015-doctor,The Doctor,,81,POSITIVE,73,POSITIVE,PG-13
4633,Cutlass,,ok,https://www.rottentomatoes.com/m/the_cutlass,The Cutlass,,,,40,NEGATIVE,
4653,Kampftag,,ok,https://www.rottentomatoes.com/m/the_gentle_indifference_of_the_world,The Gentle Indifference of the World,,,,,,
4654,Echt tu matsch,,ok,https://www.rottentomatoes.com/m/renn_wenn_du_kannst,Run If You Can,,,,77,POSITIVE,
4655,Traficantes Del Panico,,ok,https://www.rottentomatoes.com/m/traficantes_del_sur,Traficantes del sur,,,,,,
4659,Mama Mia - Nur keine Panik,,ok,https://www.rottentomatoes.com/m/pyaar-kiya-to-darna-kya,Pyaar Kiya To Darna Kya,,,,76,POSITIVE,
4660,Kolp,,ok,https://www.rottentomatoes.com/m/kolpacino_3_devre,Kolpaçino 3. Devre,,,,,,
4676,Grande école,,ok,https://www.rottentomatoes.com/m/school_of_life,School of Life,,,,70,POSITIVE,PG
4678,The Life of the Dead,,ok,https://www.rottentomatoes.com/m/dead_on_the_life_and_cinema_of_george_a_romero,Dead On: The Life and Cinema of George A. Romero,,,,,,
4682,La Barricade du Point-du-Jour,,ok,https://www.rottentomatoes.com/m/port_of_point_du_jour,Port of Point-du-Jour,,,,,,
4683,A Gorgeous Girl Like Me,,ok,https://www.rottentomatoes.com/m/une_belle_fille_comme_moi,Such a Gorgeous Kid Like Me,,,,62,POSITIVE,R
4685,Swimming Instructor,,ok,https://www.rottentomatoes.com/m/swimming_pool,Swimming Pool,,84,POSITIVE,67,POSITIVE,R
4695,Pappa ante Portas,,ok,https://www.rottentomatoes.com/m/attention_papa_arrives,"Attention, Papa Arrives!",,,,,,
4700,Im Himmel ist die Hölle los,,ok,https://www.rottentomatoes.com/m/dont_be_a_menace,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,,32,NEGATIVE,80,POSITIVE,R
4707,"Hurra, die Schule brennt",,ok,https://www.rottentomatoes.com/m/10012150-high_school,High School,,29,NEGATIVE,48,NEGATIVE,R
4710,Masculin Féminin,,ok,https://www.rottentomatoes.com/m/masculine_feminine,Masculine-Feminine,,96,POSITIVE,86,POSITIVE,
4719,Arsène Lupin vs. Arsène Lupin,,ok,https://www.rottentomatoes.com/m/arsene_lupin_contre_arsene_lupin_2010,Arsène Lupin,,,,8,NEGATIVE,
4727,Le Gendarme de Saint-Tropez,,ok,https://www.rottentomatoes.com/m/gendarme_of_st_tropez,The Troops of St. Tropez,,,,79,POSITIVE,
4728,The Gendarme in New York,,ok,https://www.rottentomatoes.com/m/le_gendarme_a_new_york,The Troops in New York,,,,62,POSITIVE,
4729,The Gendarme Gets Married,,ok,https://www.rottentomatoes.com/m/the_troops_get_married,The Troops Get Married,,,,75,POSITIVE,
4730,OSS 117 Takes a Vacation,,ok,https://www.rottentomatoes.com/m/mr_hobbs_takes_a_vacation,Mr. Hobbs Takes a Vacation,,80,POSITIVE,68,POSITIVE,
4735,The Good and the Bad,,ok,https://www.rottentomatoes.com/m/the_8_bit_philosophy_2_the_good_and_the_bad_guys,The 8-Bit Philosophy 2: The Good and the Bad Guys,,,,,,
4739,Raphael or the Debauched One,,ok,https://www.rottentomatoes.com/m/one_or_the_other,One or the Other,,,,,,
4750,It Could Be Worse,,ok,https://www.rottentomatoes.com/m/it_could_be_you_2017,It Could Be You (2017),,,,,,
4764,Horoscope,,ok,https://www.rottentomatoes.com/m/horoscope_ii_the_woman_from_hell,Horoscope II: The Woman from Hell,,,,,,
4765,The Red Ibis,,ok,https://www.rottentomatoes.com/m/red_riding_hood_the_tale_begins,Red Riding Hood: The Tale Begins,,,,,,
4767,Here We Come,,ok,https://www.rottentomatoes.com/m/strangeways_here_we_come,Strangeways Here We Come,,,,92,POSITIVE,
4785,When the City Awakes,,ok,https://www.rottentomatoes.com/m/summer_of_soul,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,99,POSITIVE,98,POSITIVE,PG-13
4786,Rudo & Cursi,,ok,https://www.rottentomatoes.com/m/rudo_y_cursi,Rudo y Cursi,,72,POSITIVE,66,POSITIVE,R
4790,The Nada Gang,,ok,https://www.rottentomatoes.com/m/the_nada_gang,Nada,,,,59,NEGATIVE,
4792,Killer,,ok,https://www.rottentomatoes.com/m/psycho_killer,Psycho Killer,,9,NEGATIVE,36,NEGATIVE,R
4798,"Je T'Aime, Je T'Aime",,ok,https://www.rottentomatoes.com/m/je_taime_je_taime,"I Love You, I Love You",,90,POSITIVE,80,POSITIVE,
4813,Three Crazy Jerks,,ok,https://www.rottentomatoes.com/m/the_three_legionnaires,The Three Legionnaires,,,,,,
4814,Three Crazy Jerks II,,ok,https://www.rottentomatoes.com/m/the-gods-must-be-crazy-iii-crazy-safari-english,The Gods Must Be Crazy III,,,,56,NEGATIVE,
4815,Schön war die Zeit,,ok,https://www.rottentomatoes.com/m/remembrance_2011,Remembrance (2011),,,,87,POSITIVE,
4834,Starke Zeiten,,ok,https://www.rottentomatoes.com/m/friedliche-zeiten,Friedliche Zeiten (Peaceful Times),,,,,,
4838,Les Îles,,ok,https://www.rottentomatoes.com/m/islands,Islands,,,,,,
4840,Ein Prachtexemplar,,ok,https://www.rottentomatoes.com/m/ein_sommer_in_vietnam_2008,Ein Sommer in Vietnam (1),,,,,,
4857,"Farewell, Friend",,ok,https://www.rottentomatoes.com/m/adieu-lami-farewell-friend,Honor Among Thieves,,,,58,NEGATIVE,PG
4880,Nichts als Gespenster,,ok,https://www.rottentomatoes.com/m/nothing-but-ghosts-nichts-als-gespenster,Nothing but Ghosts,,,,65,POSITIVE,
4887,Takva: A Man's Fear of God,,ok,https://www.rottentomatoes.com/m/takva,Takva,,,,86,POSITIVE,
4897,The Dance,,ok,https://www.rottentomatoes.com/m/the_dance_of_reality,The Dance of Reality,,91,POSITIVE,82,POSITIVE,
4899,The Door Slams,,ok,https://www.rottentomatoes.com/m/the_boy_behind_the_door,The Boy Behind the Door,,97,POSITIVE,61,POSITIVE,
4900,The Wolves in the Sheepfold,,ok,https://www.rottentomatoes.com/m/wolves-in-the-snow,Wolves in the Snow,,,,50,NEGATIVE,
4902,Land gewinnen,,ok,https://www.rottentomatoes.com/m/jew_suss,Jew Suss: Rise and Fall,,,,56,NEGATIVE,
4936,Route 66 - ein amerikanischer albTraum,,ok,https://www.rottentomatoes.com/m/route_66_an_american_odyssey,Route 66: An American Odyssey,,,,,,
4948,Womanlight,,ok,https://www.rottentomatoes.com/m/clair_de_femme,Clair de Femme,,,,73,POSITIVE,
4950,Ulysse est revenu,,ok,https://www.rottentomatoes.com/m/stephen_kings_it,Stephen King's It,,69,POSITIVE,64,POSITIVE,TV-14
4963,Te quiero,,ok,https://www.rottentomatoes.com/m/libre_te_quiero,Libre te quiero,,,,,,
4968,The Piano Player,,ok,https://www.rottentomatoes.com/m/they_shot_the_piano_player,They Shot the Piano Player,,79,POSITIVE,68,POSITIVE,PG-13
4974,Five Times Two,,ok,https://www.rottentomatoes.com/m/two_strangers_who_meet_five_times,Two Strangers Who Meet Five Times,,,,,,
4975,Love Is the Devil: Study for a Portrait of Francis Bacon,,ok,https://www.rottentomatoes.com/m/love_is_the_devil,Love Is the Devil: Study of a Portrait of Francis Bacon,,67,POSITIVE,62,POSITIVE,
4976,The Man by the Shore,,ok,https://www.rottentomatoes.com/m/lhomme_sur_les_quais,L'Homme sur les Quais,,,,,,
4981,There Is No Authority But Yourself,,ok,https://www.rottentomatoes.com/m/there_is_no_i_in_threesome,There is No I in Threesome,,86,POSITIVE,63,POSITIVE,
4992,Shark,,ok,https://www.rottentomatoes.com/m/shark_tale,Shark Tale,,35,NEGATIVE,47,NEGATIVE,PG
4996,Afternoon,,ok,https://www.rottentomatoes.com/m/dog_day_afternoon,Dog Day Afternoon,,94,POSITIVE,90,POSITIVE,R
5004,The Long Swift Sword of Siegfried,,ok,https://www.rottentomatoes.com/m/otoko_no_monsho,Otoko No Monsho,,,,,,
5033,Tarzan's Jungle Rebellion,,ok,https://www.rottentomatoes.com/m/tarzans_hidden_jungle_1955,Tarzan's Hidden Jungle (1955),,,,,,
5046,Cats and Trees,,ok,https://www.rottentomatoes.com/m/top_cat_and_the_beverly_hills_cats_1987,Top Cat and the Beverly Hills Cats (1987),,,,11,NEGATIVE,
5047,Les petites couleurs,,ok,https://www.rottentomatoes.com/m/petites-couleurs-les-a-little-color,A Little Color,,,,,,
5049,Death Will Have Your Eyes,,ok,https://www.rottentomatoes.com/m/savage_lady,Savage Lady,,,,,,
5050,Devil's Ransom,,ok,https://www.rottentomatoes.com/m/devils_advocate,The Devil's Advocate,,65,POSITIVE,80,POSITIVE,R
5051,The Baby of Mâcon,,ok,https://www.rottentomatoes.com/m/baby_of_macon,The Baby of Macon,,38,NEGATIVE,81,POSITIVE,
5053,I Love Vienna,,ok,https://www.rottentomatoes.com/m/i_love_boosters,I Love Boosters,,92,POSITIVE,75,POSITIVE,R
5057,Wig the Dick,,ok,https://www.rottentomatoes.com/m/sisters_of_the_wicked_wig,Sisters of the Wicked Wig,,,,,,
5058,Aurélien,,ok,https://www.rottentomatoes.com/m/time-out-l-emploi-du-temps,Time Out,,95,POSITIVE,80,POSITIVE,PG-13
5073,Guilty of Innocence,,ok,https://www.rottentomatoes.com/m/guilty_of_innocence_the_lenell_geter_story,Guilty of Innocence: The Lenell Geter Story,,,,,,PG
5075,"Jean Galmot, aventurier",,ok,https://www.rottentomatoes.com/m/ask_e_jean,Ask E. Jean,,100,POSITIVE,,,
5077,Magic Graz,,ok,https://www.rottentomatoes.com/m/ilana_glazer_human_magic,Ilana Glazer: Human Magic,,,,,,
5078,"Loves, Bed and Betrayals",,ok,https://www.rottentomatoes.com/m/bed_and_breakfast_2012,Bed & Breakfast,,,,27,NEGATIVE,PG-13
5080,Peccati a Venezia,,ok,https://www.rottentomatoes.com/m/dont_look_now,Don't Look Now,,93,POSITIVE,76,POSITIVE,R
5081,Fever of 40!,,ok,https://www.rottentomatoes.com/m/port-of-40-thieves,Port of 40 Thieves,,,,,,
5082,The Traveling Companion,,ok,https://www.rottentomatoes.com/m/sisterhood_of_the_traveling_pants,The Sisterhood of the Traveling Pants,,82,POSITIVE,77,POSITIVE,PG
5083,Nude Strike,,ok,https://www.rottentomatoes.com/m/lucky_strike_2026,Lucky Strike (2026),,59,NEGATIVE,69,POSITIVE,R
5085,L'ultimo giorno,,ok,https://www.rottentomatoes.com/m/lultimo_giorno_del_toro,L'Ultimo Giorno del Toro,,,,,,
5087,Bil'in Habibti,,ok,https://www.rottentomatoes.com/m/bilin-my-love-bilin-habibti,Bil'in My Love,,,,,,
5151,Schulz & Schulz II: Aller Anfang ist schwer,,ok,https://www.rottentomatoes.com/m/year_one,Year One,,14,NEGATIVE,24,NEGATIVE,PG-13
5152,"Schulz & Schulz IV: Neue Welten, alte Lasten",,ok,https://www.rottentomatoes.com/m/serenity,Serenity,,82,POSITIVE,91,POSITIVE,PG-13
5161,Blood of the Undead: The Unwanted,,ok,https://www.rottentomatoes.com/m/curse_of_the_undead,Curse of the Undead,,,,40,NEGATIVE,
5171,Saint-Jacques… La Mecque,,ok,https://www.rottentomatoes.com/m/saint_jacques_la_mecque,Saint-Jacques ... la Mecque,,,,,,
5181,Scandal: On the Other Side,,ok,https://www.rottentomatoes.com/m/the_man_on_the_other_side,The Man on the Other Side,,,,,,
5188,Passion and Romance: Ocean of Dreams,,ok,https://www.rottentomatoes.com/m/silver_and_the_book_of_dreams,Silver and the Book of Dreams,,,,39,NEGATIVE,
5204,Kontroll,,ok,https://www.rottentomatoes.com/m/pushing_tin,Pushing Tin,,48,NEGATIVE,42,NEGATIVE,R
5232,Scandal: Lawful Entry,,ok,https://www.rottentomatoes.com/m/actress_sex_scandal_2,Actress Sex Scandal 2,,,,86,POSITIVE,
5233,Wild Orchid II: Two Shades of Blue,,ok,https://www.rottentomatoes.com/m/wild_orchid_2_two_shades_of_blue,Wild Orchid 2: Two Shades of Blue,,,,39,NEGATIVE,R
5249,Room 10,,ok,https://www.rottentomatoes.com/m/room_102,Room 102,,,,,,
5258,Mutter kommt in Fahrt,,ok,https://www.rottentomatoes.com/m/mother-kusters-goes-to-heaven,Mother Kusters Goes to Heaven,,100,POSITIVE,88,POSITIVE,
5263,Ist das Licht im Kühlschrank wirklich aus?,,ok,https://www.rottentomatoes.com/m/der_letzte_macht_das_licht_aus,Der Letzte macht das Licht aus!,,,,,,
5319,Hum Dil De Chuke Sanam,,ok,https://www.rottentomatoes.com/m/hum_dil_de_chuke_sanam,Straight From the Heart,,,,86,POSITIVE,
5335,Theorem,,ok,https://www.rottentomatoes.com/m/the_zero_theorem,The Zero Theorem,,49,NEGATIVE,43,NEGATIVE,R
5336,"Salò, or the 120 Days of Sodom",,ok,https://www.rottentomatoes.com/m/salo_o_le_120_giornate_di_sodoma_1979,"Salo, or the 120 Days of Sodom",,71,POSITIVE,62,POSITIVE,
5354,Berlin am Meer,,ok,https://www.rottentomatoes.com/m/immer-nie-am-meer,Immer nie am Meer,,,,76,POSITIVE,
5424,Anthropophagous,,ok,https://www.rottentomatoes.com/m/anthropophagus,Antropophagus,,,,27,NEGATIVE,
5442,Va a ser que nadie es perfecto,,ok,https://www.rottentomatoes.com/m/nobody_is_perfect_2006,Nobody Is Perfect (2006),,,,,,NC-17
5445,Erlkönig,,ok,https://www.rottentomatoes.com/m/frozen_ii,Frozen II,,77,POSITIVE,92,POSITIVE,PG
5458,Cruel Intentions 2,,ok,https://www.rottentomatoes.com/m/cruel_intentions_2,Cruel Intentions II,,18,NEGATIVE,21,NEGATIVE,R
5461,Der Tote am Strand,,ok,https://www.rottentomatoes.com/m/perry-mason-the-case-of-the-telltale-talk-show-host,Perry Mason: The Case of the Tell-Tale Talk Show Host,,,,56,NEGATIVE,TV-PG
5463,Papa und Mama,,ok,https://www.rottentomatoes.com/m/mom_and_dad_save_the_world,Mom and Dad Save the World,,12,NEGATIVE,44,NEGATIVE,PG
5465,The Million Game,,ok,https://www.rottentomatoes.com/m/the_million_dollar_misunderstanding,The Million Dollar Misunderstanding,,,,,,
5472,Animated Epics: Beowulf,,ok,https://www.rottentomatoes.com/m/beowulf,Beowulf,,71,POSITIVE,50,NEGATIVE,PG-13
5479,"Not Mozart: Letters, Riddles and Writs",,ok,https://www.rottentomatoes.com/m/mozart_and_the_whale,Mozart & the Whale,,,,80,POSITIVE,PG-13
5519,Finders Killers,,ok,https://www.rottentomatoes.com/m/killers_of_the_flower_moon,Killers of the Flower Moon,,93,POSITIVE,84,POSITIVE,R
5524,Sister's Keeper,,ok,https://www.rottentomatoes.com/m/sisters_keeper,,,,,,,
5525,Sister's Keeper,,ok,https://www.rottentomatoes.com/m/sisters_keeper,,,,,,,
5562,Le Beau Serge,,ok,https://www.rottentomatoes.com/m/le_beau_serge,Handsome Serge,,100,POSITIVE,76,POSITIVE,
5589,The Terribly Sad Princess,,ok,https://www.rottentomatoes.com/m/the_incredibly_sad_princess,The Incredibly Sad Princess,,,,,,
5590,Donkey Skin,,ok,https://www.rottentomatoes.com/m/donkey_skin,Peau D'ane,,89,POSITIVE,77,POSITIVE,
5593,Was lebst Du?,,ok,https://www.rottentomatoes.com/m/the_evil_within_2017,The Evil Within (2017),,100,POSITIVE,57,NEGATIVE,
5597,Die klugen Dinge,,ok,https://www.rottentomatoes.com/m/les_choses_de_la_vie,The Things of Life,,,,92,POSITIVE,PG
5599,Bahnwärter Thiel,,ok,https://www.rottentomatoes.com/m/maggie-annie,Maggie & Annie,,,,45,NEGATIVE,
5619,« Allô police » Retour à l'envoyeur,,ok,https://www.rottentomatoes.com/m/confessione-di-un-commissario-di-polizia-al-procuratore-della-repubblica,Confessions of a Police Captain,,,,69,POSITIVE,PG
5621,Sexy Erotic Job,,ok,https://www.rottentomatoes.com/m/inside_job_2010,Inside Job (2010),,98,POSITIVE,91,POSITIVE,PG-13
5624,The Corpse Packs His Bags,,ok,https://www.rottentomatoes.com/m/the_corpse_of_anna_fritz,The Corpse of Anna Fritz,,50,NEGATIVE,42,NEGATIVE,
5636,Treasure of Silver Lake,,ok,https://www.rottentomatoes.com/m/der_schatz_im_silbersee_2011,The Treasure of Silver Lake,,,,50,NEGATIVE,
5637,Only the Wind Knows the Answer,,ok,https://www.rottentomatoes.com/m/only_the_river_knows,Only the River Knows,,,,,,
5647,The French Peep Show,,ok,https://www.rottentomatoes.com/m/burlesque_in_harlem,Burlesque in Harlem,,,,,,
5649,Skyscrapers and Brassieres,,ok,https://www.rottentomatoes.com/m/star_wars_the_mandalorian_and_grogu,Star Wars: The Mandalorian and Grogu,,60,POSITIVE,87,POSITIVE,PG-13
5650,The Naked Camera,,ok,https://www.rottentomatoes.com/m/the_naked_gun_2025,The Naked Gun (2025),,88,POSITIVE,72,POSITIVE,PG-13
5651,Up!,,ok,https://www.rottentomatoes.com/m/cover_up_2025,Cover-Up (2025),,98,POSITIVE,81,POSITIVE,R
5655,Dairy of Terror,,ok,https://www.rottentomatoes.com/m/toy_story_of_terror,Toy Story of Terror!,,94,POSITIVE,84,POSITIVE,
5656,Black Snake,,ok,https://www.rottentomatoes.com/m/black_snake_moan,Black Snake Moan,,66,POSITIVE,69,POSITIVE,R
5658,Mondkalb,,ok,https://www.rottentomatoes.com/m/il_commissario_montalbano_il_cane_di_terracotta,Il Commissario Montalbano: Il cane di terracotta,,,,,,
5669,Cult People,,ok,https://www.rottentomatoes.com/m/snake_people_1968,The Snake People (1968),,,,11,NEGATIVE,
5674,Pandora Peaks,,ok,https://www.rottentomatoes.com/m/twin-peaks-fire-walk-with-me,Twin Peaks: Fire Walk With Me,,66,POSITIVE,78,POSITIVE,R
5676,Playboy's Voluptuous Vixens,,ok,https://www.rottentomatoes.com/m/playboys,The Playboys,,92,POSITIVE,54,NEGATIVE,PG-13
5692,Hunks in Hedonism,,ok,https://www.rottentomatoes.com/m/in_the_grey,In the Grey,,49,NEGATIVE,83,POSITIVE,R
5701,Red Zora,,ok,https://www.rottentomatoes.com/m/red_dawn_2012,Red Dawn (2012),,15,NEGATIVE,50,NEGATIVE,PG-13
5702,Perfect Lies,,ok,https://www.rottentomatoes.com/m/picture_perfect_lies,Picture Perfect Lies,,,,,,
5704,Playboy: The Story of X,,ok,https://www.rottentomatoes.com/m/the-story-of-molly-x,The Story of Molly X,,,,,,
5721,Vixen!,,ok,https://www.rottentomatoes.com/m/russ_meyers_vixen,Russ Meyer's Vixen,,100,POSITIVE,56,NEGATIVE,
5726,Mondo Topless,,ok,https://www.rottentomatoes.com/m/mondo_cane,Mondo Cane,,50,NEGATIVE,52,NEGATIVE,R
5727,The Desperate Women,,ok,https://www.rottentomatoes.com/m/omen_iv_the_awakening,Omen IV: The Awakening,,17,NEGATIVE,23,NEGATIVE,TV-PG
5729,L'Âge d'or,,ok,https://www.rottentomatoes.com/m/the_golden_age_1930,L'Age d'Or (1930),,89,POSITIVE,81,POSITIVE,
5743,Liebe ist Geschmackssache,,ok,https://www.rottentomatoes.com/m/mothers_day_2016,Mother's Day (2016),,8,NEGATIVE,43,NEGATIVE,PG-13
5750,Playboy: 101 Ways to Excite Your Lover,,ok,https://www.rottentomatoes.com/m/50-ways-to-leave-your-lover,50 Ways to Leave Your Lover,,60,POSITIVE,20,NEGATIVE,R
5760,Circuit,,ok,https://www.rottentomatoes.com/m/1018891-short_circuit,Short Circuit,,62,POSITIVE,67,POSITIVE,PG
5762,Bounty Hunters 2: Hardball,,ok,https://www.rottentomatoes.com/m/bounty_hunters_2_hardball,Hardball,,,,21,NEGATIVE,R
5774,Omnibus: François Truffaut,,ok,https://www.rottentomatoes.com/m/francois_truffaut_une_autobiographie,"François Truffaut, une autobiographie",,,,,,
5777,Slaves of Sin,,ok,https://www.rottentomatoes.com/m/slaves_of_the_realm,Slaves of the Realm,,,,,,R
5778,Sexual Freedom in Denmark,,ok,https://www.rottentomatoes.com/m/danish_solution_the_rescue_of_the_jews_in_denmark,The Danish Solution: The Rescue of the Jews in Denmark,,,,,,
5800,Can I Do It Till I Need Glasses?,,ok,https://www.rottentomatoes.com/m/can_i_do_it_til_i_need_glasses,Can I Do It... Til I Need Glasses?,,,,15,NEGATIVE,R
5802,Sappho Darling,,ok,https://www.rottentomatoes.com/m/dont_worry_darling,Don't Worry Darling,,38,NEGATIVE,74,POSITIVE,R
5805,I am a Berliner,,ok,https://www.rottentomatoes.com/m/tony_robbins_i_am_not_your_guru,Tony Robbins: I Am Not Your Guru,,45,NEGATIVE,59,NEGATIVE,
5816,Waiter,,ok,https://www.rottentomatoes.com/m/el_mesero,The Waiter,,,,,,
5818,De Stedeling,,ok,https://www.rottentomatoes.com/m/stealing_sinatra,Stealing Sinatra,,,,22,NEGATIVE,R
5826,Ausgerechnet Weihnachten,,ok,https://www.rottentomatoes.com/m/ausgerechnet_sex,Ausgerechnet Sex!,,,,,,
5828,Bettis Bescherung,,ok,https://www.rottentomatoes.com/m/12_hour_shift,12 Hour Shift,,78,POSITIVE,47,NEGATIVE,
5829,Eine seltsame Bescherung,,ok,https://www.rottentomatoes.com/m/comfort_and_joy,Comfort and Joy,,,,45,NEGATIVE,TV-PG
5830,Eine stürmische Bescherung,,ok,https://www.rottentomatoes.com/m/comfort_and_joy,Comfort and Joy,,,,45,NEGATIVE,TV-PG
5831,Vier Meerjungfrauen,,ok,https://www.rottentomatoes.com/m/die_furchtlosen_vier,Die furchtlosen Vier,,,,,,
5832,Vier Meerjungfrauen II - Liebe à la carte,,ok,https://www.rottentomatoes.com/m/1067137-it_takes_two,It Takes Two,,8,NEGATIVE,60,POSITIVE,PG
5835,Die Weihnachtswette,,ok,https://www.rottentomatoes.com/m/thomas_kinkade_presents_christmas_lodge,Christmas Lodge,,,,49,NEGATIVE,
5840,St. Pauli Nacht,,ok,https://www.rottentomatoes.com/m/gegengerade_20359_st_pauli,Gegengerade - 20359 St. Pauli,,,,,,
5844,Alive,,ok,https://www.rottentomatoes.com/m/alive_2020,#Alive (2020),,88,POSITIVE,63,POSITIVE,
5845,Aragami,,ok,https://www.rottentomatoes.com/m/aragami,Aragami: The Raging God of Battle,,,,75,POSITIVE,
5848,Polizeirevier Davidswache,,ok,https://www.rottentomatoes.com/m/detective_story_1951,Detective Story (1951),,71,POSITIVE,71,POSITIVE,
5849,Der Arzt von St. Pauli,,ok,https://www.rottentomatoes.com/m/fluchtweg_st_pauli_grossalarm_fur_die_davidswache,The Priest of St. Pauli,,,,,,
5855,Homesick for St. Paul,,ok,https://www.rottentomatoes.com/m/holiday_for_lovers,Holiday for Lovers,,,,,,
5856,Hotel St. Pauli,,ok,https://www.rottentomatoes.com/m/desvio_de_noche,Night Detour,,,,,,
5858,The Angels of the Street,,ok,https://www.rottentomatoes.com/m/angels_of_the_street,Angels of the Street,,,,,,
5859,Jailbreak in Hamburg,,ok,https://www.rottentomatoes.com/m/depeche_mode_the_world_we_live_in_and_live_in_hamburg,Depeche Mode - The World We Live in and Live in Hamburg,,,,,,
5868,St. Pauli Forever,,ok,https://www.rottentomatoes.com/m/gegengerade_20359_st_pauli,Gegengerade - 20359 St. Pauli,,,,,,
5869,Der Pfarrer von St. Pauli,,ok,https://www.rottentomatoes.com/m/fluchtweg_st_pauli_grossalarm_fur_die_davidswache,The Priest of St. Pauli,,,,,,
5870,Das Herz von St. Pauli,,ok,https://www.rottentomatoes.com/m/die_engel_von_st_pauli,Carmen von St. Pauli,,,,,,
5874,Nurses for Sale,,ok,https://www.rottentomatoes.com/m/zombie_for_sale,Zombie for Sale,,89,POSITIVE,76,POSITIVE,
5875,Der Hurenstreik - Eine Liebe auf St. Pauli,,ok,https://www.rottentomatoes.com/m/water_lilies,Water Lilies,,81,POSITIVE,68,POSITIVE,
5887,Shadows over St. Pauli,,ok,https://www.rottentomatoes.com/m/gegengerade_20359_st_pauli,Gegengerade - 20359 St. Pauli,,,,,,
5888,Raid in St. Pauli,,ok,https://www.rottentomatoes.com/m/meet_me_in_st_louis,Meet Me in St. Louis,,99,POSITIVE,86,POSITIVE,
5890,Azumi 2: Death or Love,,ok,https://www.rottentomatoes.com/m/azumi_2,Azumi 2: Love or Death,,,,60,POSITIVE,
5891,Dark Nights in St Pauls,,ok,https://www.rottentomatoes.com/m/in_the_dark_2015,In the Dark (2015),,,,,,
5892,Kokain - Das Tagebuch der Inga L.,,ok,https://www.rottentomatoes.com/m/das_tagebuch_der_grete_muller,Raw 2: The Diary of Grete Müller,,,,,,
5893,Heiligabend auf St. Pauli,,ok,https://www.rottentomatoes.com/m/gegengerade_20359_st_pauli,Gegengerade - 20359 St. Pauli,,,,,,
5901,The Secret,,ok,https://www.rottentomatoes.com/m/the_secret_agent_2025,The Secret Agent (2025),,98,POSITIVE,82,POSITIVE,R
5904,Das Geheimnis von St. Pauli,,ok,https://www.rottentomatoes.com/m/barbie-a-mermaid-tale,Barbie in a Mermaid Tale,,,,76,POSITIVE,
5905,Die fidelen Detektive,,ok,https://www.rottentomatoes.com/m/emil_and_the_detectives_2002,Emil and the Detectives,,,,46,NEGATIVE,
5906,Docks of Hamburg,,ok,https://www.rottentomatoes.com/m/die_engel_von_st_pauli,Carmen von St. Pauli,,,,,,
5909,Jürgen Roland’s St. Pauli-Report,,ok,https://www.rottentomatoes.com/m/gegengerade_20359_st_pauli,Gegengerade - 20359 St. Pauli,,,,,,
5912,Zwei Bayern in St. Pauli,,ok,https://www.rottentomatoes.com/m/meet_me_in_st_louis,Meet Me in St. Louis,,99,POSITIVE,86,POSITIVE,
5913,Unter den Dächern von St. Pauli,,ok,https://www.rottentomatoes.com/m/die_engel_von_st_pauli,Carmen von St. Pauli,,,,,,
5914,Das Stunden-Hotel von St. Pauli,,ok,https://www.rottentomatoes.com/m/die_engel_von_st_pauli,Carmen von St. Pauli,,,,,,
5929,Koto,,ok,https://www.rottentomatoes.com/m/complicity_2018,Complicity (Kazenoki wa koto no youni) (2018),,100,POSITIVE,71,POSITIVE,
5930,Wir fahren mit der U-Bahn nach St. Pauli,,ok,https://www.rottentomatoes.com/m/1207149-taking_of_pelham_1_2_3,The Taking of Pelham 123,,51,NEGATIVE,52,NEGATIVE,R
5931,Straßenbekanntschaften auf St. Pauli,,ok,https://www.rottentomatoes.com/m/gegengerade_20359_st_pauli,Gegengerade - 20359 St. Pauli,,,,,,
5932,St. Pauli Between Night and Morning,,ok,https://www.rottentomatoes.com/m/saturday_night_and_sunday_morning,Saturday Night and Sunday Morning,,87,POSITIVE,87,POSITIVE,R
